Product_ID,Category,Base_Cost,Unit_Price
SKU-2666,Home & Kitchen,126.75,186.46
SKU-2667,Fashion,84.54,203.72
SKU-2668,Fashion,97.35,131.55
SKU-2669,Beauty,146.12,330.62
SKU-2670,Fitness,90.82,153.92
SKU-2671,Fashion,448.9,1051.04
SKU-2672,Electronics,44.72,104.13
SKU-2673,Home & Kitchen,264.63,594.81
SKU-2674,Electronics,208.15,463.56
SKU-2675,Home & Kitchen,491.28,784.12
SKU-2676,Home & Kitchen,60.46,78.91
SKU-2677,Fashion,201.94,348.12
SKU-2678,Fashion,484.89,691.25
SKU-2679,Electronics,433.43,911.69
SKU-2680,Home & Kitchen,409.45,675.56
SKU-2681,Electronics,132.66,327.44
SKU-2682,Fitness,89.59,182.16
SKU-2683,Electronics,335.98,762.41
SKU-2684,Beauty,465.04,638.17
SKU-2685,Electronics,280.6,651.17
SKU-2686,Beauty,287.95,690.96
SKU-2687,Beauty,143.59,263.23
SKU-2688,Beauty,385.9,767.22
SKU-2689,Fitness,97.59,214.14
SKU-2690,Electronics,165.22,235.82
SKU-2691,Electronics,215.59,399.56
SKU-2692,Fitness,256.27,440.34
SKU-2693,Home & Kitchen,124.99,173.77
SKU-2694,Fashion,61.84,103.75
SKU-2695,Electronics,307.26,395.94
SKU-2696,Fashion,147.87,182.41
SKU-2697,Fitness,292.71,402.69
SKU-2698,Home & Kitchen,81.41,199.62
SKU-2699,Home & Kitchen,243.16,465.5
SKU-2700,Home & Kitchen,268.63,659.64
SKU-2701,Fitness,30.65,54.01
SKU-2702,Beauty,171.62,275.51
SKU-2703,Beauty,71.54,132.92
SKU-2704,Fashion,36.37,64.42
SKU-2705,Beauty,495.03,662.04
SKU-2706,Beauty,164.57,334.58
SKU-2707,Home & Kitchen,405.89,601.06
SKU-2708,Home & Kitchen,131.05,262.82
SKU-2709,Fashion,342.34,700.17
SKU-2710,Electronics,381.31,532.93
SKU-2711,Fashion,299.84,383.72
SKU-2712,Fashion,238.43,528.12
SKU-2713,Fitness,208.86,375.48
SKU-2714,Fitness,177.69,226.66
SKU-2715,Fashion,465.12,1159.7
SKU-2716,Fashion,416.16,530.65
SKU-2717,Fashion,482.69,1015.36
SKU-2718,Beauty,66.53,164.91
SKU-2719,Fitness,366.78,554.18
SKU-2720,Fashion,469.48,650.19
SKU-2721,Home & Kitchen,94.71,128.6
SKU-2722,Home & Kitchen,37.92,60.45
SKU-2723,Beauty,371.85,495.07
SKU-2724,Beauty,289.36,607.6
SKU-2725,Electronics,421.71,540.2
SKU-2726,Electronics,74.19,138.16
SKU-2727,Electronics,398.66,994.94
SKU-2728,Beauty,104.81,236.68
SKU-2729,Beauty,86.01,172.0
SKU-2730,Beauty,86.31,137.93
SKU-2731,Home & Kitchen,408.21,820.94
SKU-2732,Beauty,334.27,630.15
SKU-2733,Home & Kitchen,263.92,462.89
SKU-2734,Electronics,182.62,250.18
SKU-2735,Electronics,439.21,1033.28
SKU-2736,Electronics,199.26,355.62
SKU-2737,Fashion,409.22,594.6
SKU-2738,Fashion,222.37,373.16
SKU-2739,Fitness,191.59,333.05
SKU-2740,Fitness,234.03,532.61
SKU-2741,Fitness,154.18,332.06
SKU-2742,Fashion,375.07,825.19
SKU-2743,Fashion,253.85,308.26
SKU-2744,Fitness,119.95,208.83
SKU-2745,Fitness,450.29,822.12
SKU-2746,Beauty,195.03,238.9
SKU-2747,Fitness,274.06,421.44
SKU-2748,Beauty,453.7,992.87
SKU-2749,Home & Kitchen,314.0,432.77
SKU-2750,Fashion,62.86,119.18
SKU-2751,Fitness,470.22,695.81
SKU-2752,Fashion,315.72,383.84
SKU-2753,Fashion,170.78,258.49
SKU-2754,Fashion,73.94,182.53
SKU-2755,Home & Kitchen,398.04,892.4
SKU-2756,Electronics,311.94,763.46
SKU-2757,Fitness,269.06,493.51
SKU-2758,Electronics,447.48,600.81
SKU-2759,Electronics,395.36,756.07
SKU-2760,Electronics,80.08,143.4
SKU-2761,Fashion,159.3,366.02
SKU-2762,Beauty,128.0,169.92
SKU-2763,Fashion,373.25,684.81
SKU-2764,Fashion,21.6,30.13
SKU-2765,Electronics,287.1,465.7
SKU-2766,Fashion,382.42,825.48
SKU-2767,Electronics,439.0,798.46
SKU-2768,Beauty,174.33,294.38
SKU-2769,Fitness,411.52,704.86
SKU-2770,Electronics,59.76,107.41
SKU-2771,Beauty,423.99,941.48
SKU-2772,Fitness,68.11,160.72
SKU-2773,Home & Kitchen,201.66,492.44
SKU-2774,Electronics,399.66,888.43
SKU-2775,Electronics,79.21,127.53
SKU-2776,Home & Kitchen,118.48,248.17
SKU-2777,Home & Kitchen,362.52,641.26
SKU-2778,Electronics,361.42,553.36
SKU-2779,Home & Kitchen,322.37,739.24
SKU-2780,Fashion,348.5,435.61
SKU-2781,Fitness,273.65,649.18
SKU-2782,Fitness,129.64,233.34
SKU-2783,Fitness,176.12,357.24
SKU-2784,Fashion,94.89,195.2
SKU-2785,Home & Kitchen,454.68,1074.71
SKU-2786,Beauty,293.78,595.69
SKU-2787,Home & Kitchen,203.42,406.46
SKU-2788,Electronics,233.69,300.68
SKU-2789,Fitness,473.91,888.07
SKU-2790,Home & Kitchen,80.91,112.89
SKU-2791,Beauty,295.18,637.19
SKU-2792,Electronics,255.41,476.57
SKU-2793,Fashion,307.67,641.28
SKU-2794,Fashion,13.96,17.51
SKU-2795,Beauty,436.7,572.18
SKU-2796,Electronics,466.4,994.0
SKU-2797,Fitness,284.74,368.37
SKU-2798,Home & Kitchen,349.84,452.21
SKU-2799,Electronics,461.64,561.23
SKU-2800,Fashion,355.08,867.62
SKU-2801,Beauty,80.51,173.8
SKU-2802,Beauty,290.26,481.61
SKU-2803,Home & Kitchen,305.32,484.08
SKU-2804,Beauty,214.94,355.64
SKU-2805,Beauty,369.54,815.59
SKU-2806,Electronics,467.51,962.97
SKU-2807,Fitness,463.16,667.3
SKU-2808,Home & Kitchen,228.17,325.45
SKU-2809,Electronics,61.05,81.07
SKU-2810,Fitness,492.5,1013.76
SKU-2811,Electronics,420.25,921.9
SKU-2812,Electronics,66.71,103.04
SKU-2813,Beauty,460.82,565.53
SKU-2814,Fitness,435.6,569.25
SKU-2815,Home & Kitchen,261.82,643.61
SKU-2816,Home & Kitchen,297.68,471.55
SKU-2817,Fitness,202.51,445.52
SKU-2818,Beauty,32.11,64.61
SKU-2819,Fashion,170.92,289.97
SKU-2820,Electronics,402.41,590.49
SKU-2821,Beauty,7.29,9.9
SKU-2822,Fitness,170.08,340.08
SKU-2823,Electronics,202.09,446.02
SKU-2824,Home & Kitchen,271.01,552.07
SKU-2825,Fashion,460.33,869.74
SKU-2826,Home & Kitchen,176.44,221.35
SKU-2827,Fitness,176.74,434.61
SKU-2828,Electronics,370.06,828.32
SKU-2829,Fitness,228.85,361.74
SKU-2830,Electronics,116.18,287.42
SKU-2831,Beauty,228.96,453.9
SKU-2832,Fashion,74.72,146.24
SKU-2833,Beauty,92.31,200.54
SKU-2834,Beauty,251.69,567.64
SKU-2835,Fitness,212.37,436.09
SKU-2836,Fashion,457.85,625.66
SKU-2837,Electronics,184.38,302.34
SKU-2838,Electronics,292.39,703.64
SKU-2839,Home & Kitchen,317.97,474.41
SKU-2840,Electronics,11.48,19.33
SKU-2841,Fitness,333.45,587.44
SKU-2842,Beauty,93.13,164.95
SKU-2843,Beauty,480.73,959.93
SKU-2844,Beauty,78.59,190.66
SKU-2845,Fashion,210.24,318.07
SKU-2846,Electronics,47.25,64.16
SKU-2847,Fitness,498.45,726.1
SKU-2848,Fashion,253.59,596.7
SKU-2849,Home & Kitchen,299.72,611.3
SKU-2850,Fitness,38.2,60.04
SKU-2851,Fitness,376.23,850.55
SKU-2852,Fitness,108.9,252.62
SKU-2853,Beauty,449.54,1034.15
SKU-2854,Fitness,106.54,255.12
SKU-2855,Electronics,99.39,151.86
SKU-2856,Fitness,23.09,50.37
SKU-2857,Beauty,238.67,429.3
SKU-2858,Fitness,284.6,653.04
SKU-2859,Home & Kitchen,37.53,80.58
SKU-2860,Home & Kitchen,388.89,859.21
SKU-2861,Beauty,229.38,470.92
SKU-2862,Electronics,264.57,378.51
SKU-2863,Electronics,223.18,425.95
SKU-2864,Fashion,203.38,504.4
SKU-2865,Beauty,282.02,682.09
SKU-2866,Fitness,81.84,102.8
SKU-2867,Beauty,95.05,134.43
SKU-2868,Fashion,431.58,591.8
SKU-2869,Beauty,473.33,1014.71
SKU-2870,Beauty,189.79,429.52
SKU-2871,Fashion,139.02,205.41
SKU-2872,Electronics,323.78,601.46
SKU-2873,Fitness,207.32,475.37
SKU-2874,Fashion,17.57,37.82
SKU-2875,Home & Kitchen,82.3,156.77
SKU-2876,Electronics,359.41,707.12
SKU-2877,Home & Kitchen,331.17,616.26
SKU-2878,Electronics,18.41,29.21
SKU-2879,Fitness,114.88,222.24
SKU-2880,Fitness,119.38,250.17
SKU-2881,Beauty,337.59,788.38
SKU-2882,Home & Kitchen,14.76,29.92
SKU-2883,Electronics,56.53,123.77
SKU-2884,Fitness,400.96,564.59
SKU-2885,Fashion,93.38,168.09
SKU-2886,Fitness,328.11,397.71
SKU-2887,Fashion,122.9,186.89
SKU-2888,Electronics,54.22,116.27
SKU-2889,Fitness,125.37,312.09
SKU-2890,Fitness,362.52,481.76
SKU-2891,Electronics,428.57,737.97
SKU-2892,Fitness,415.96,931.79
SKU-2893,Fashion,201.61,295.41
SKU-2894,Fitness,335.7,645.08
SKU-2895,Home & Kitchen,106.47,229.23
SKU-2896,Beauty,150.11,300.34
SKU-2897,Fashion,448.69,648.1
SKU-2898,Home & Kitchen,11.44,19.01
SKU-2899,Electronics,47.33,105.02
SKU-2900,Fashion,107.9,207.22
SKU-2901,Beauty,18.13,21.88
SKU-2902,Beauty,94.81,207.57
SKU-2903,Electronics,293.61,365.81
SKU-2904,Electronics,213.61,463.42
SKU-2905,Fashion,446.87,653.87
SKU-2906,Fitness,409.63,1001.75
SKU-2907,Electronics,174.2,292.36
SKU-2908,Fitness,133.41,216.79
SKU-2909,Home & Kitchen,192.95,268.89
SKU-2910,Beauty,297.2,474.71
SKU-2911,Fitness,137.69,322.15
SKU-2912,Beauty,313.95,783.38
SKU-2913,Fitness,207.66,348.62
SKU-2914,Home & Kitchen,278.26,496.19
SKU-2915,Electronics,220.88,472.39
SKU-2916,Home & Kitchen,150.76,354.6
SKU-2917,Electronics,474.48,935.18
SKU-2918,Electronics,382.98,654.51
SKU-2919,Beauty,74.36,129.12
SKU-2920,Home & Kitchen,434.89,915.14
SKU-2921,Fitness,246.28,296.57
SKU-2922,Home & Kitchen,447.8,898.05
SKU-2923,Beauty,400.93,666.4
SKU-2924,Electronics,215.48,481.05
SKU-2925,Beauty,16.12,21.29
SKU-2926,Fashion,138.0,271.12
SKU-2927,Fashion,273.11,498.5
SKU-2928,Fitness,318.57,648.3
SKU-2929,Beauty,132.65,170.36
SKU-2930,Fitness,73.98,144.56
SKU-2931,Fitness,418.29,807.27
SKU-2932,Fashion,492.28,949.54
SKU-2933,Fitness,265.22,526.34
SKU-2934,Fashion,89.98,187.11
SKU-2935,Electronics,139.79,314.04
SKU-2936,Beauty,14.1,21.87
SKU-2937,Fitness,457.58,1039.88
SKU-2938,Fashion,63.29,116.94
SKU-2939,Home & Kitchen,290.38,377.55
SKU-2940,Fitness,140.66,179.5
SKU-2941,Electronics,279.32,456.55
SKU-2942,Electronics,327.45,727.06
SKU-2943,Home & Kitchen,415.72,881.32
SKU-2944,Fashion,107.18,238.5
SKU-2945,Fitness,10.44,19.55
SKU-2946,Fashion,72.76,128.95
SKU-2947,Electronics,450.51,626.97
SKU-2948,Fashion,437.58,711.79
SKU-2949,Electronics,300.72,530.54
SKU-2950,Fashion,302.26,397.53
SKU-2951,Home & Kitchen,334.19,496.87
SKU-2952,Beauty,91.81,181.57
SKU-2953,Home & Kitchen,457.63,986.82
SKU-2954,Home & Kitchen,212.29,530.27
SKU-2955,Beauty,194.65,469.7
SKU-2956,Beauty,261.86,532.97
SKU-2957,Fitness,28.25,49.37
SKU-2958,Fitness,87.31,176.98
SKU-2959,Home & Kitchen,370.33,822.63
SKU-2960,Home & Kitchen,45.99,62.26
SKU-2961,Electronics,303.56,526.03
SKU-2962,Electronics,126.45,289.79
SKU-2963,Fitness,197.7,335.89
SKU-2964,Fitness,147.9,287.43
SKU-2965,Electronics,181.06,355.62
SKU-2966,Electronics,360.93,519.67
SKU-2967,Fashion,152.08,254.11
SKU-2968,Fashion,285.37,466.54
SKU-2969,Electronics,240.64,296.96
SKU-2970,Fashion,333.52,410.71
SKU-2971,Beauty,468.73,1069.27
SKU-2972,Fitness,367.62,571.65
SKU-2973,Fitness,111.4,208.71
SKU-2974,Electronics,20.44,32.47
SKU-2975,Home & Kitchen,134.82,326.65
SKU-2976,Electronics,299.56,460.45
SKU-2977,Fashion,30.46,53.57
SKU-2978,Home & Kitchen,250.7,585.27
SKU-2979,Fashion,300.44,689.36
SKU-2980,Beauty,170.45,245.78
SKU-2981,Fashion,386.6,867.31
SKU-2982,Beauty,57.77,103.73
SKU-2983,Beauty,42.19,77.12
SKU-2984,Fashion,365.45,501.95
SKU-2985,Fashion,250.27,326.55
SKU-2986,Beauty,345.76,742.11
SKU-2987,Home & Kitchen,220.24,406.43
SKU-2988,Beauty,126.97,224.47
SKU-2989,Fitness,410.46,881.82
SKU-2990,Beauty,400.71,879.63
SKU-2991,Home & Kitchen,348.87,490.71
SKU-2992,Fitness,139.71,278.48
SKU-2993,Electronics,297.16,408.88
SKU-2994,Electronics,183.68,399.83
SKU-2995,Home & Kitchen,50.33,103.38
SKU-2996,Beauty,459.07,1121.78
SKU-2997,Fashion,72.73,93.8
SKU-2998,Home & Kitchen,475.37,605.7
SKU-2999,Fitness,225.77,353.75
