Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Ad_Source,Discount_Pct,Category,Base_Cost,Unit_Price,Gross_Sales,Net_Profit
ORD-904450,2026-01-04 10:00:00,CUST-32807,SKU-2854,1,Google_Search,0.0,Fitness,106.54,255.12,255.12,148.58
ORD-904451,2025-04-29 07:00:00,CUST-30155,SKU-2271,5,Instagram_Ad,0.0,Fitness,406.01,941.2,4706.0,2675.95
ORD-904452,2025-09-15 09:00:00,CUST-32661,SKU-2788,1,Instagram_Ad,0.0,Electronics,233.69,300.68,300.68,66.99
ORD-904453,2025-10-08 08:00:00,CUST-30464,SKU-2308,1,Instagram_Ad,0.0,Fitness,398.62,654.25,654.25,255.63
ORD-904454,2025-10-02 19:00:00,CUST-34878,SKU-2185,1,Direct_Referral,0.0,Electronics,331.69,802.16,802.16,470.47
ORD-904455,2025-09-28 21:00:00,CUST-34899,SKU-2192,1,Instagram_Ad,0.2,Beauty,450.71,743.51,594.81,144.1
ORD-904456,2025-07-21 17:00:00,CUST-34315,SKU-2113,2,Direct_Referral,0.0,Beauty,405.02,768.75,1537.5,727.46
ORD-904457,2025-06-17 13:00:00,CUST-31773,SKU-2445,1,Google_Search,0.2,Electronics,473.89,677.8,542.24,68.35
ORD-904458,2025-04-17 12:00:00,CUST-30116,SKU-2144,1,Direct_Referral,0.1,Fitness,146.0,225.88,203.29,57.29
ORD-904459,2025-11-18 07:00:00,CUST-32103,SKU-2547,1,Email_Campaign,0.0,Home & Kitchen,337.43,646.28,646.28,308.85
ORD-904460,2025-06-19 09:00:00,CUST-31374,SKU-2560,1,Direct_Referral,0.4,Beauty,353.52,586.65,351.99,-1.53
ORD-904461,2026-01-18 19:00:00,CUST-33203,SKU-2577,1,Email_Campaign,0.1,Beauty,463.66,943.35,849.02,385.36
ORD-904462,2026-02-04 04:00:00,CUST-34403,SKU-2854,1,Google_Search,0.0,Fitness,106.54,255.12,255.12,148.58
ORD-904463,2026-02-23 06:00:00,CUST-33546,SKU-2772,1,Direct_Referral,0.0,Fitness,68.11,160.72,160.72,92.61
ORD-904464,2025-10-22 02:00:00,CUST-33977,SKU-2186,1,Affiliate,0.2,Beauty,409.52,857.64,686.11,276.59
ORD-904465,2025-04-23 07:00:00,CUST-34317,SKU-2971,1,Google_Search,0.0,Beauty,468.73,1069.27,1069.27,600.54
ORD-904466,2025-05-19 07:00:00,CUST-31196,SKU-2370,1,Email_Campaign,0.2,Electronics,54.89,135.18,108.14,53.25
ORD-904467,2025-09-17 13:00:00,CUST-33411,SKU-2680,1,Affiliate,0.0,Home & Kitchen,409.45,675.56,675.56,266.11
ORD-904468,2025-09-19 19:00:00,CUST-30796,SKU-2825,1,Google_Search,0.1,Fashion,460.33,869.74,782.77,322.44
ORD-904469,2025-12-07 02:00:00,CUST-33892,SKU-2698,1,Affiliate,0.0,Home & Kitchen,81.41,199.62,199.62,118.21
ORD-904470,2025-03-31 02:00:00,CUST-30150,SKU-2929,1,Affiliate,0.0,Beauty,132.65,170.36,170.36,37.71
ORD-904471,2025-08-04 13:00:00,CUST-33249,SKU-2336,2,Instagram_Ad,0.0,Fitness,428.45,625.28,1250.56,393.66
ORD-904472,2025-07-01 02:00:00,CUST-30111,SKU-2763,2,Affiliate,0.0,Fashion,373.25,684.81,1369.62,623.12
ORD-904473,2025-01-11 03:00:00,CUST-30682,SKU-2532,1,Google_Search,0.0,Home & Kitchen,498.34,1061.96,1061.96,563.62
ORD-904474,2025-10-04 12:00:00,CUST-31161,SKU-2323,1,Google_Search,0.0,Electronics,143.57,213.2,213.2,69.63
ORD-904475,2026-01-17 14:00:00,CUST-32379,SKU-2116,1,Instagram_Ad,0.4,Fitness,402.82,531.29,318.77,-84.05
ORD-904476,2026-03-19 18:00:00,CUST-34988,SKU-2314,2,Instagram_Ad,0.2,Electronics,418.81,748.84,1198.14,360.52
ORD-904477,2025-12-25 13:00:00,CUST-30160,SKU-2490,1,Affiliate,0.1,Electronics,230.55,347.86,313.07,82.52
ORD-904478,2025-07-29 14:00:00,CUST-31425,SKU-2665,1,Google_Search,0.0,Home & Kitchen,80.67,186.09,186.09,105.42
ORD-904479,2026-03-26 16:00:00,CUST-33661,SKU-2571,4,Instagram_Ad,0.1,Fashion,392.91,557.31,2006.32,434.68
ORD-904480,2026-02-10 03:00:00,CUST-30277,SKU-2492,1,Affiliate,0.0,Fitness,142.3,212.8,212.8,70.5
ORD-904481,2025-09-06 15:00:00,CUST-33391,SKU-2856,1,Instagram_Ad,0.0,Fitness,23.09,50.37,50.37,27.28
ORD-904482,2025-02-06 11:00:00,CUST-31556,SKU-2188,1,Email_Campaign,0.0,Home & Kitchen,267.18,425.15,425.15,157.97
ORD-904483,2025-03-23 02:00:00,CUST-34592,SKU-2537,1,Direct_Referral,0.1,Beauty,127.44,265.77,239.19,111.75
ORD-904484,2026-01-09 22:00:00,CUST-31915,SKU-2497,2,Email_Campaign,0.2,Fitness,43.48,78.37,125.39,38.43
ORD-904485,2025-07-24 10:00:00,CUST-34750,SKU-2040,1,Direct_Referral,0.1,Home & Kitchen,65.41,124.37,111.93,46.52
ORD-904486,2025-03-29 09:00:00,CUST-33107,SKU-2983,1,Email_Campaign,0.1,Beauty,42.19,77.12,69.41,27.22
ORD-904487,2025-12-14 15:00:00,CUST-30302,SKU-2826,2,Google_Search,0.0,Home & Kitchen,176.44,221.35,442.7,89.82
ORD-904488,2025-07-22 16:00:00,CUST-34533,SKU-2410,3,Google_Search,0.0,Fashion,163.06,239.31,717.93,228.75
ORD-904489,2025-06-11 12:00:00,CUST-32773,SKU-2460,2,Google_Search,0.0,Home & Kitchen,63.18,108.17,216.34,89.98
ORD-904490,2025-07-20 08:00:00,CUST-34281,SKU-2559,1,Direct_Referral,0.0,Fitness,312.05,739.57,739.57,427.52
ORD-904491,2025-04-27 13:00:00,CUST-33245,SKU-2434,1,Direct_Referral,0.2,Fashion,46.63,64.42,51.54,4.91
ORD-904492,2025-10-05 18:00:00,CUST-34768,SKU-2852,1,Google_Search,0.2,Fitness,108.9,252.62,202.1,93.2
ORD-904493,2025-10-10 19:00:00,CUST-31000,SKU-2696,1,Direct_Referral,0.0,Fashion,147.87,182.41,182.41,34.54
ORD-904494,2025-12-23 14:00:00,CUST-33834,SKU-2548,1,Google_Search,0.0,Fitness,262.55,329.88,329.88,67.33
ORD-904495,2025-11-14 09:00:00,CUST-34006,SKU-2912,1,Affiliate,0.0,Beauty,313.95,783.38,783.38,469.43
ORD-904496,2025-02-26 09:00:00,CUST-34778,SKU-2807,1,Direct_Referral,0.0,Fitness,463.16,667.3,667.3,204.14
ORD-904497,2025-08-07 20:00:00,CUST-31718,SKU-2216,1,Instagram_Ad,0.0,Fashion,166.07,217.07,217.07,51.0
ORD-904498,2025-11-08 05:00:00,CUST-33830,SKU-2945,1,Direct_Referral,0.1,Fitness,10.44,19.55,17.6,7.16
ORD-904499,2025-07-01 09:00:00,CUST-33181,SKU-2649,2,Email_Campaign,0.1,Home & Kitchen,251.73,534.01,961.22,457.76
ORD-904500,2025-11-24 18:00:00,CUST-32882,SKU-2671,1,Affiliate,0.0,Fashion,448.9,1051.04,1051.04,602.14
ORD-904501,2025-03-05 00:00:00,CUST-30998,SKU-2398,2,Instagram_Ad,0.4,Fitness,376.68,754.22,905.06,151.7
ORD-904502,2026-03-11 07:00:00,CUST-30284,SKU-2364,5,Direct_Referral,0.0,Beauty,471.03,1014.15,5070.75,2715.6
ORD-904503,2025-06-16 08:00:00,CUST-30420,SKU-2540,4,Direct_Referral,0.1,Beauty,477.26,1012.63,3645.47,1736.43
ORD-904504,2025-12-23 22:00:00,CUST-32160,SKU-2774,1,Google_Search,0.1,Electronics,399.66,888.43,799.59,399.93
ORD-904505,2026-03-15 15:00:00,CUST-33065,SKU-2446,2,Affiliate,0.0,Electronics,493.07,1035.65,2071.3,1085.16
ORD-904506,2026-03-17 12:00:00,CUST-32275,SKU-2473,1,Instagram_Ad,0.0,Fitness,446.12,769.73,769.73,323.61
ORD-904507,2025-11-13 11:00:00,CUST-31494,SKU-2610,1,Email_Campaign,0.1,Beauty,24.46,57.34,51.61,27.15
ORD-904508,2025-05-07 10:00:00,CUST-33884,SKU-2593,2,Email_Campaign,0.0,Beauty,176.11,235.17,470.34,118.12
ORD-904509,2025-01-31 14:00:00,CUST-34623,SKU-2537,1,Email_Campaign,0.0,Beauty,127.44,265.77,265.77,138.33
ORD-904510,2025-07-15 18:00:00,CUST-32543,SKU-2097,1,Email_Campaign,0.1,Fashion,216.63,312.46,281.21,64.58
ORD-904511,2025-03-02 19:00:00,CUST-34126,SKU-2705,1,Instagram_Ad,0.0,Beauty,495.03,662.04,662.04,167.01
ORD-904512,2025-02-10 22:00:00,CUST-34257,SKU-2985,3,Direct_Referral,0.0,Fashion,250.27,326.55,979.65,228.84
ORD-904513,2025-03-11 11:00:00,CUST-31841,SKU-2701,1,Instagram_Ad,0.1,Fitness,30.65,54.01,48.61,17.96
ORD-904514,2025-09-04 10:00:00,CUST-34800,SKU-2048,5,Affiliate,0.0,Fashion,275.62,642.51,3212.55,1834.45
ORD-904515,2025-11-12 04:00:00,CUST-30721,SKU-2923,1,Instagram_Ad,0.1,Beauty,400.93,666.4,599.76,198.83
ORD-904516,2025-05-18 04:00:00,CUST-31401,SKU-2089,1,Affiliate,0.1,Beauty,238.75,358.41,322.57,83.82
ORD-904517,2026-02-19 16:00:00,CUST-30445,SKU-2191,1,Affiliate,0.1,Fashion,449.12,878.85,790.96,341.84
ORD-904518,2025-04-03 06:00:00,CUST-32791,SKU-2054,1,Direct_Referral,0.2,Electronics,300.96,751.59,601.27,300.31
ORD-904519,2025-11-02 09:00:00,CUST-34522,SKU-2033,1,Affiliate,0.1,Fashion,474.7,644.04,579.64,104.94
ORD-904520,2025-10-20 02:00:00,CUST-33767,SKU-2254,1,Google_Search,0.1,Electronics,88.9,185.91,167.32,78.42
ORD-904521,2025-03-24 11:00:00,CUST-32551,SKU-2744,1,Instagram_Ad,0.0,Fitness,119.95,208.83,208.83,88.88
ORD-904522,2025-11-25 11:00:00,CUST-31967,SKU-2055,1,Instagram_Ad,0.1,Beauty,461.33,763.93,687.54,226.21
ORD-904523,2025-02-11 01:00:00,CUST-33888,SKU-2966,1,Google_Search,0.1,Electronics,360.93,519.67,467.7,106.77
ORD-904524,2025-11-06 00:00:00,CUST-34816,SKU-2484,4,Instagram_Ad,0.1,Fitness,294.24,477.25,1718.1,541.14
ORD-904525,2025-01-29 14:00:00,CUST-32731,SKU-2405,1,Affiliate,0.1,Beauty,448.28,814.53,733.08,284.8
ORD-904526,2026-01-05 07:00:00,CUST-32629,SKU-2229,1,Direct_Referral,0.1,Electronics,317.41,549.8,494.82,177.41
ORD-904527,2025-04-10 21:00:00,CUST-31964,SKU-2732,4,Direct_Referral,0.0,Beauty,334.27,630.15,2520.6,1183.52
ORD-904528,2025-08-05 07:00:00,CUST-31057,SKU-2023,1,Affiliate,0.2,Home & Kitchen,186.35,458.86,367.09,180.74
ORD-904529,2025-01-14 22:00:00,CUST-34831,SKU-2994,1,Direct_Referral,0.0,Electronics,183.68,399.83,399.83,216.15
ORD-904530,2026-01-20 17:00:00,CUST-30757,SKU-2490,1,Instagram_Ad,0.2,Electronics,230.55,347.86,278.29,47.74
ORD-904531,2025-05-21 13:00:00,CUST-31795,SKU-2131,1,Google_Search,0.4,Home & Kitchen,114.94,212.02,127.21,12.27
ORD-904532,2026-03-20 10:00:00,CUST-31643,SKU-2352,1,Google_Search,0.1,Fashion,331.05,586.02,527.42,196.37
ORD-904533,2025-11-11 04:00:00,CUST-34849,SKU-2351,1,Instagram_Ad,0.0,Fitness,428.96,837.45,837.45,408.49
ORD-904534,2026-02-13 18:00:00,CUST-30023,SKU-2143,3,Affiliate,0.1,Beauty,153.93,297.92,804.38,342.59
ORD-904535,2025-03-02 07:00:00,CUST-31239,SKU-2983,2,Instagram_Ad,0.4,Beauty,42.19,77.12,92.54,8.16
ORD-904536,2025-09-16 22:00:00,CUST-34150,SKU-2744,1,Instagram_Ad,0.0,Fitness,119.95,208.83,208.83,88.88
ORD-904537,2025-03-02 03:00:00,CUST-33097,SKU-2537,1,Email_Campaign,0.1,Beauty,127.44,265.77,239.19,111.75
ORD-904538,2025-08-15 17:00:00,CUST-31304,SKU-2744,1,Affiliate,0.0,Fitness,119.95,208.83,208.83,88.88
ORD-904539,2026-01-10 01:00:00,CUST-32542,SKU-2701,1,Instagram_Ad,0.1,Fitness,30.65,54.01,48.61,17.96
ORD-904540,2025-03-31 05:00:00,CUST-33712,SKU-2159,1,Instagram_Ad,0.0,Home & Kitchen,365.47,452.46,452.46,86.99
ORD-904541,2025-11-29 21:00:00,CUST-33955,SKU-2395,2,Instagram_Ad,0.2,Beauty,465.72,1060.7,1697.12,765.68
ORD-904542,2025-01-27 19:00:00,CUST-34529,SKU-2186,4,Email_Campaign,0.1,Beauty,409.52,857.64,3087.5,1449.42
ORD-904543,2025-01-12 18:00:00,CUST-34303,SKU-2781,1,Google_Search,0.0,Fitness,273.65,649.18,649.18,375.53
ORD-904544,2025-03-14 21:00:00,CUST-34228,SKU-2146,1,Email_Campaign,0.4,Electronics,306.73,686.05,411.63,104.9
ORD-904545,2025-05-19 07:00:00,CUST-31305,SKU-2559,1,Instagram_Ad,0.1,Fitness,312.05,739.57,665.61,353.56
ORD-904546,2025-12-27 09:00:00,CUST-34464,SKU-2145,3,Google_Search,0.2,Home & Kitchen,23.26,54.48,130.75,60.97
ORD-904547,2025-10-22 07:00:00,CUST-33174,SKU-2631,1,Google_Search,0.1,Fashion,448.13,740.24,666.22,218.09
ORD-904548,2026-01-23 08:00:00,CUST-33628,SKU-2417,1,Google_Search,0.0,Fashion,167.69,227.85,227.85,60.16
ORD-904549,2025-07-28 11:00:00,CUST-30781,SKU-2364,1,Instagram_Ad,0.1,Beauty,471.03,1014.15,912.74,441.71
ORD-904550,2026-01-01 07:00:00,CUST-30566,SKU-2927,1,Direct_Referral,0.0,Fashion,273.11,498.5,498.5,225.39
ORD-904551,2025-06-13 03:00:00,CUST-34622,SKU-2184,1,Google_Search,0.0,Fitness,132.68,176.9,176.9,44.22
ORD-904552,2025-09-06 08:00:00,CUST-34132,SKU-2736,3,Google_Search,0.1,Electronics,199.26,355.62,960.17,362.39
ORD-904553,2025-05-27 00:00:00,CUST-34273,SKU-2701,2,Google_Search,0.4,Fitness,30.65,54.01,64.81,3.51
ORD-904554,2025-06-03 03:00:00,CUST-30638,SKU-2695,4,Instagram_Ad,0.0,Electronics,307.26,395.94,1583.76,354.72
ORD-904555,2025-10-06 20:00:00,CUST-33700,SKU-2583,1,Instagram_Ad,0.0,Home & Kitchen,167.73,309.6,309.6,141.87
ORD-904556,2025-09-23 19:00:00,CUST-34167,SKU-2893,1,Affiliate,0.0,Fashion,201.61,295.41,295.41,93.8
ORD-904557,2026-02-21 13:00:00,CUST-32399,SKU-2612,2,Instagram_Ad,0.0,Home & Kitchen,315.81,597.78,1195.56,563.94
ORD-904558,2025-11-13 12:00:00,CUST-32670,SKU-2152,2,Instagram_Ad,0.1,Beauty,76.72,161.63,290.93,137.49
ORD-904559,2025-02-24 20:00:00,CUST-31172,SKU-2685,1,Instagram_Ad,0.0,Electronics,280.6,651.17,651.17,370.57
ORD-904560,2025-02-15 17:00:00,CUST-31720,SKU-2928,1,Google_Search,0.2,Fitness,318.57,648.3,518.64,200.07
ORD-904561,2025-11-20 03:00:00,CUST-30104,SKU-2241,3,Google_Search,0.0,Home & Kitchen,477.19,1054.39,3163.17,1731.6
ORD-904562,2025-03-15 16:00:00,CUST-31682,SKU-2707,1,Google_Search,0.2,Home & Kitchen,405.89,601.06,480.85,74.96
ORD-904563,2025-06-22 17:00:00,CUST-34316,SKU-2234,1,Email_Campaign,0.0,Fitness,101.65,208.09,208.09,106.44
ORD-904564,2025-08-24 14:00:00,CUST-31849,SKU-2813,1,Google_Search,0.0,Beauty,460.82,565.53,565.53,104.71
ORD-904565,2026-02-08 15:00:00,CUST-30862,SKU-2842,1,Google_Search,0.1,Beauty,93.13,164.95,148.45,55.32
ORD-904566,2025-01-02 09:00:00,CUST-33445,SKU-2318,1,Google_Search,0.2,Fashion,82.44,107.68,86.14,3.7
ORD-904567,2026-03-12 18:00:00,CUST-32565,SKU-2949,1,Affiliate,0.1,Electronics,300.72,530.54,477.49,176.77
ORD-904568,2025-06-27 07:00:00,CUST-30298,SKU-2394,1,Affiliate,0.1,Home & Kitchen,173.7,284.54,256.09,82.39
ORD-904569,2026-01-21 18:00:00,CUST-32908,SKU-2688,3,Direct_Referral,0.0,Beauty,385.9,767.22,2301.66,1143.96
ORD-904570,2025-04-25 06:00:00,CUST-34137,SKU-2916,3,Affiliate,0.1,Home & Kitchen,150.76,354.6,957.42,505.14
ORD-904571,2025-12-20 22:00:00,CUST-30770,SKU-2148,1,Google_Search,0.0,Home & Kitchen,30.48,70.28,70.28,39.8
ORD-904572,2025-07-26 12:00:00,CUST-32539,SKU-2306,1,Affiliate,0.0,Beauty,260.57,554.57,554.57,294.0
ORD-904573,2026-01-29 01:00:00,CUST-31462,SKU-2757,1,Google_Search,0.0,Fitness,269.06,493.51,493.51,224.45
ORD-904574,2025-02-23 17:00:00,CUST-33854,SKU-2313,5,Instagram_Ad,0.1,Beauty,481.51,1089.41,4902.34,2494.79
ORD-904575,2025-11-20 18:00:00,CUST-33118,SKU-2141,1,Affiliate,0.0,Fitness,129.63,214.17,214.17,84.54
ORD-904576,2025-12-03 02:00:00,CUST-32132,SKU-2140,2,Google_Search,0.0,Beauty,481.41,1093.8,2187.6,1224.78
ORD-904577,2025-03-26 16:00:00,CUST-31709,SKU-2289,1,Instagram_Ad,0.2,Home & Kitchen,297.46,387.34,309.87,12.41
ORD-904578,2026-02-15 07:00:00,CUST-30990,SKU-2096,1,Google_Search,0.0,Fitness,263.75,392.1,392.1,128.35
ORD-904579,2025-01-14 12:00:00,CUST-30710,SKU-2912,1,Instagram_Ad,0.1,Beauty,313.95,783.38,705.04,391.09
ORD-904580,2025-11-16 07:00:00,CUST-34304,SKU-2299,1,Instagram_Ad,0.2,Home & Kitchen,47.25,100.1,80.08,32.83
ORD-904581,2026-01-04 03:00:00,CUST-30038,SKU-2327,1,Instagram_Ad,0.0,Beauty,307.8,685.35,685.35,377.55
ORD-904582,2025-11-11 06:00:00,CUST-31275,SKU-2856,1,Affiliate,0.2,Fitness,23.09,50.37,40.3,17.21
ORD-904583,2025-03-08 17:00:00,CUST-34857,SKU-2784,1,Direct_Referral,0.0,Fashion,94.89,195.2,195.2,100.31
ORD-904584,2025-06-11 20:00:00,CUST-31436,SKU-2345,1,Google_Search,0.0,Electronics,309.85,543.21,543.21,233.36
ORD-904585,2025-07-18 11:00:00,CUST-32993,SKU-2068,1,Instagram_Ad,0.0,Beauty,41.9,69.6,69.6,27.7
ORD-904586,2026-02-18 22:00:00,CUST-31469,SKU-2020,4,Instagram_Ad,0.0,Electronics,307.87,648.57,2594.28,1362.8
ORD-904587,2025-03-29 15:00:00,CUST-32099,SKU-2719,1,Email_Campaign,0.1,Fitness,366.78,554.18,498.76,131.98
ORD-904588,2025-02-26 13:00:00,CUST-30373,SKU-2017,4,Affiliate,0.1,Beauty,264.75,513.17,1847.41,788.41
ORD-904589,2026-03-25 20:00:00,CUST-34251,SKU-2953,1,Email_Campaign,0.4,Home & Kitchen,457.63,986.82,592.09,134.46
ORD-904590,2026-01-23 03:00:00,CUST-34025,SKU-2707,1,Email_Campaign,0.2,Home & Kitchen,405.89,601.06,480.85,74.96
ORD-904591,2025-08-25 14:00:00,CUST-31113,SKU-2936,1,Google_Search,0.1,Beauty,14.1,21.87,19.68,5.58
ORD-904592,2025-11-29 08:00:00,CUST-32726,SKU-2906,3,Google_Search,0.4,Fitness,409.63,1001.75,1803.15,574.26
ORD-904593,2025-05-02 19:00:00,CUST-32398,SKU-2843,1,Google_Search,0.2,Beauty,480.73,959.93,767.94,287.21
ORD-904594,2025-03-07 12:00:00,CUST-33234,SKU-2856,2,Instagram_Ad,0.0,Fitness,23.09,50.37,100.74,54.56
ORD-904595,2025-12-16 18:00:00,CUST-31265,SKU-2572,1,Email_Campaign,0.0,Fashion,201.29,434.37,434.37,233.08
ORD-904596,2025-10-04 15:00:00,CUST-33123,SKU-2242,1,Direct_Referral,0.0,Electronics,457.86,1008.3,1008.3,550.44
ORD-904597,2025-02-02 18:00:00,CUST-30653,SKU-2101,1,Instagram_Ad,0.0,Home & Kitchen,320.02,787.2,787.2,467.18
ORD-904598,2026-03-22 19:00:00,CUST-34158,SKU-2473,1,Direct_Referral,0.0,Fitness,446.12,769.73,769.73,323.61
ORD-904599,2025-01-05 06:00:00,CUST-30508,SKU-2288,1,Affiliate,0.1,Fitness,146.84,182.55,164.3,17.46
ORD-904600,2026-03-06 16:00:00,CUST-32339,SKU-2607,1,Affiliate,0.1,Fitness,185.31,415.18,373.66,188.35
ORD-904601,2025-02-06 07:00:00,CUST-33162,SKU-2986,1,Instagram_Ad,0.0,Beauty,345.76,742.11,742.11,396.35
ORD-904602,2025-03-03 03:00:00,CUST-31687,SKU-2456,1,Google_Search,0.2,Electronics,10.62,22.26,17.81,7.19
ORD-904603,2025-02-24 06:00:00,CUST-31388,SKU-2113,2,Google_Search,0.2,Beauty,405.02,768.75,1230.0,419.96
ORD-904604,2025-05-26 07:00:00,CUST-32197,SKU-2857,2,Instagram_Ad,0.1,Beauty,238.67,429.3,772.74,295.4
ORD-904605,2025-01-02 10:00:00,CUST-33911,SKU-2894,1,Affiliate,0.0,Fitness,335.7,645.08,645.08,309.38
ORD-904606,2026-02-09 13:00:00,CUST-32928,SKU-2266,1,Instagram_Ad,0.4,Beauty,350.02,598.62,359.17,9.15
ORD-904607,2026-01-17 10:00:00,CUST-34799,SKU-2320,1,Instagram_Ad,0.4,Beauty,276.87,421.18,252.71,-24.16
ORD-904608,2026-03-03 22:00:00,CUST-30515,SKU-2662,1,Instagram_Ad,0.0,Beauty,304.86,730.2,730.2,425.34
ORD-904609,2025-01-09 21:00:00,CUST-33658,SKU-2513,5,Instagram_Ad,0.0,Electronics,433.7,530.72,2653.6,485.1
ORD-904610,2025-09-27 10:00:00,CUST-31833,SKU-2155,2,Google_Search,0.0,Fitness,124.82,271.92,543.84,294.2
ORD-904611,2025-12-21 02:00:00,CUST-30029,SKU-2751,1,Instagram_Ad,0.1,Fitness,470.22,695.81,626.23,156.01
ORD-904612,2025-10-09 04:00:00,CUST-33214,SKU-2981,4,Google_Search,0.0,Fashion,386.6,867.31,3469.24,1922.84
ORD-904613,2025-12-17 18:00:00,CUST-30325,SKU-2601,2,Google_Search,0.1,Beauty,142.9,231.55,416.79,130.99
ORD-904614,2025-06-06 16:00:00,CUST-33766,SKU-2318,2,Email_Campaign,0.1,Fashion,82.44,107.68,193.82,28.94
ORD-904615,2025-06-06 12:00:00,CUST-34111,SKU-2378,2,Email_Campaign,0.0,Electronics,408.16,680.4,1360.8,544.48
ORD-904616,2025-03-02 14:00:00,CUST-30110,SKU-2789,1,Affiliate,0.0,Fitness,473.91,888.07,888.07,414.16
ORD-904617,2026-02-25 18:00:00,CUST-30106,SKU-2348,1,Affiliate,0.1,Fashion,190.43,473.02,425.72,235.29
ORD-904618,2025-12-15 00:00:00,CUST-32426,SKU-2633,1,Instagram_Ad,0.2,Home & Kitchen,268.4,599.63,479.7,211.3
ORD-904619,2025-01-17 10:00:00,CUST-34378,SKU-2563,2,Google_Search,0.0,Electronics,12.2,19.0,38.0,13.6
ORD-904620,2025-10-25 18:00:00,CUST-34364,SKU-2644,1,Instagram_Ad,0.0,Fashion,64.28,84.58,84.58,20.3
ORD-904621,2026-01-05 09:00:00,CUST-32531,SKU-2973,1,Google_Search,0.0,Fitness,111.4,208.71,208.71,97.31
ORD-904622,2025-05-20 18:00:00,CUST-33144,SKU-2756,2,Direct_Referral,0.0,Electronics,311.94,763.46,1526.92,903.04
ORD-904623,2026-03-16 15:00:00,CUST-34693,SKU-2709,1,Direct_Referral,0.0,Fashion,342.34,700.17,700.17,357.83
ORD-904624,2026-03-21 17:00:00,CUST-30798,SKU-2550,1,Instagram_Ad,0.1,Fitness,262.48,639.62,575.66,313.18
ORD-904625,2025-01-16 19:00:00,CUST-32437,SKU-2674,1,Affiliate,0.1,Electronics,208.15,463.56,417.2,209.05
ORD-904626,2025-09-08 16:00:00,CUST-32011,SKU-2307,1,Instagram_Ad,0.2,Home & Kitchen,164.86,369.66,295.73,130.87
ORD-904627,2025-09-05 14:00:00,CUST-30425,SKU-2653,2,Instagram_Ad,0.2,Electronics,373.99,623.88,998.21,250.23
ORD-904628,2025-10-02 01:00:00,CUST-33044,SKU-2081,2,Google_Search,0.0,Home & Kitchen,313.53,412.68,825.36,198.3
ORD-904629,2025-10-13 07:00:00,CUST-33288,SKU-2971,1,Direct_Referral,0.0,Beauty,468.73,1069.27,1069.27,600.54
ORD-904630,2025-08-09 04:00:00,CUST-32914,SKU-2865,1,Direct_Referral,0.1,Beauty,282.02,682.09,613.88,331.86
ORD-904631,2025-06-07 06:00:00,CUST-31239,SKU-2621,1,Google_Search,0.1,Electronics,108.63,138.85,124.96,16.33
ORD-904632,2025-01-26 12:00:00,CUST-33391,SKU-2352,5,Google_Search,0.0,Fashion,331.05,586.02,2930.1,1274.85
ORD-904633,2025-12-27 04:00:00,CUST-34213,SKU-2442,1,Direct_Referral,0.0,Fashion,190.26,394.67,394.67,204.41
ORD-904634,2025-07-30 13:00:00,CUST-33997,SKU-2525,1,Google_Search,0.1,Home & Kitchen,237.0,363.51,327.16,90.16
ORD-904635,2025-07-09 02:00:00,CUST-33006,SKU-2922,1,Direct_Referral,0.2,Home & Kitchen,447.8,898.05,718.44,270.64
ORD-904636,2025-05-17 07:00:00,CUST-33039,SKU-2401,1,Google_Search,0.0,Beauty,451.76,640.55,640.55,188.79
ORD-904637,2025-07-02 02:00:00,CUST-30598,SKU-2039,1,Instagram_Ad,0.0,Home & Kitchen,222.88,358.81,358.81,135.93
ORD-904638,2026-02-14 03:00:00,CUST-32087,SKU-2514,3,Instagram_Ad,0.0,Beauty,27.38,39.82,119.46,37.32
ORD-904639,2025-08-03 21:00:00,CUST-31184,SKU-2306,1,Instagram_Ad,0.1,Beauty,260.57,554.57,499.11,238.54
ORD-904640,2025-02-12 14:00:00,CUST-32750,SKU-2269,3,Instagram_Ad,0.2,Fitness,150.33,237.4,569.76,118.77
ORD-904641,2025-02-15 15:00:00,CUST-32584,SKU-2571,1,Instagram_Ad,0.0,Fashion,392.91,557.31,557.31,164.4
ORD-904642,2025-03-04 04:00:00,CUST-34759,SKU-2902,1,Instagram_Ad,0.2,Beauty,94.81,207.57,166.06,71.25
ORD-904643,2025-10-03 13:00:00,CUST-33513,SKU-2151,2,Direct_Referral,0.1,Beauty,123.58,282.77,508.99,261.83
ORD-904644,2025-02-06 00:00:00,CUST-34745,SKU-2448,2,Google_Search,0.0,Home & Kitchen,191.25,464.35,928.7,546.2
ORD-904645,2025-07-07 07:00:00,CUST-34054,SKU-2373,5,Instagram_Ad,0.1,Fitness,343.09,631.27,2840.72,1125.27
ORD-904646,2025-09-23 22:00:00,CUST-34383,SKU-2883,1,Instagram_Ad,0.0,Electronics,56.53,123.77,123.77,67.24
ORD-904647,2026-01-29 13:00:00,CUST-33936,SKU-2349,1,Google_Search,0.0,Electronics,314.8,394.17,394.17,79.37
ORD-904648,2025-10-05 10:00:00,CUST-31699,SKU-2259,2,Instagram_Ad,0.0,Home & Kitchen,53.1,103.89,207.78,101.58
ORD-904649,2025-03-31 18:00:00,CUST-34507,SKU-2795,5,Instagram_Ad,0.0,Beauty,436.7,572.18,2860.9,677.4
